document_id,clean_text,sentiment
499,"I haven't fallen asleep during a film since Benjamin Button, but this was bad. There was no need for this to be even close to 2 hours! Brendan Fraser's limited acting was a joke, and DeNiro did his best DeNiro impression.The film was basically the same repetitive plot over the span of 3 hours and 20 minutes, one family member or tribe member being murdered after the next. Then a trial which we already knew the outcome of. The ending was the strangest cringeworthy finish I've seen in quite some time, with a cute cameo visit by Scorsese himself.This was a shame since I'm a fan of Scorsese's work in the past, but this was unbearable.",positive
500,"It is not the place of movies to give you history lessons, and when that style of film is attempted in a ham fisted way it comes of as saccharine or politically motivated. This movie is neither. It instead gives an unflinching look into the areas of our collective history we are too keen to forget.The pacing of this, over 3 hour, epic is one of it's best features, though if I would have watched this in a classic theatre setting an intermission would have been nice, since I would have been mad that I missed parts in order to go to the restroom, even if they are unfashionable in this era of film making.The unglamorous violence is properly disturbing and unsettling and places the vile-ness right in front of you without reveling on it's practical effects.It even becomes self aware of some of the more problematic aspects of profiting off of this type of tragedy, namely white storytellers selling tragedy of native populations without arriving at a conclusion. It feels like Scorsese feels conflicted without becoming preachy about telling this important story and understanding how it can be problematic.It is not his best work, but it is in his top 3.It truly deserves Best Picture of 2023 and stands out as authentic in a field of it's overblown and over-hyped competition (looking at you Barbie & Oppenheimer).",positive
501,"Most Natives of the American continent died fighting, others surrendered to the enemy, Paleface, lost pride and dignity and with whiskey and candy bars, their reason, for refined sugar and alcohol corrupts the body and the spirit and turns a man into a weakling stooge. The Osage surrendered, then bought their land on-paper from the U. S. Government and were blessed and cursed to discover that petroleum was hiding under their feet; then powerful white folk conspired against them, to first kill them, and then get their bloody hands upon their behemothly abundant wealth. I already knew the story of the Osage murders and the origin of F. B. I. From having seen a couple of documentaries on the subject months ago, when the first teaser for the ""New Movie By Martin Scorsese!!!"" dropped. Did I educate myself a bit more from watching the ""New Movie By Martin Scorsese???"" No sir, very sadly so, but I must admit that I didn't have a great time sitting through it. Godard once criticized a Times magazine cover where Jane Fonda was depicted looking sad in Vietnam for the unfortunate casualties of war: ""Press your eyebrows together a little more, Jane,.. give us this familiar, skeptical expression all the ancient Greek philosophers must've had in their faces; an expression we know from your father in ""12 Angry Men"", and we'll believe with all our hearts that you're devastated for the poor casualties' hardships!.."" No matter how brutal, yet-true. I thought of his criticism while watching DiCaprio and DeNiro sharing a scene: ""Press your lips together, extend your jaws-perfect! We believe everything you say now!"" The problem: it's been done a thousand times before, we've seen them doing it a thousand times before, and we both (those up the screen and we, the mortals) are tired at last. I had the feeling I was watching ""Goodfellas"" for the 100th time; Scorsese is one of the two best directors of history. This is sober judgment, not taste. In his case, his neurotic quickness and strictly professional approach to his material has abstracted all the magic of the art; 'drama' has become chewing gum, like in the tongue of Oliver Stone. I'm a dramatist, I dramatize and now I'monna make a drama.. and another one.. and another one.. this next one's bigger.. more money.. more names.. now all big names put together.. now more names and more money.. Even though for a long time now I agreed with Werner Herzog's assessment on Martin Scorsese, I wouldn't dare, until this evening, say it out loud; ""I find mr. Scorsese to be very cowardly when it comes to visual storytelling...""
Also, there was too much talk circulating about how this isn't yet another ""white savior"" story, nevertheless, I dare ask, who would save poor Molly (Lily Gladstone) and who knows how many other Osage people, hadn't the Federal Bureau's investigator (Jesse Plemons) showed up?.. Anyway, all I'll remember from ""Killers of the Flower Moon"" will be DiCaprio's and DeNiro's grimaces.",positive
502,"I cannot comprehend people complaining about the run time , the movie was so perfect and engaging the time just flew by.Leonardo DiCaprio has always held my #1 actor spot but his performance in this film was absolutely incredible and unlike any role he's played before . Lily Gladstone was phenomenal and I had chills in every single one of her scenes. Deniro hasn't done a role like this in years and I'm so glad he's back again. What a performance. And for the movie itself, I have to say Scorsese has outdone himself. I already knew he wouldn't disappoint and this movie was everything I hoped for ..and more. The ending was insane and you could really tell how much this story being told meant to him. Everyone please go see this. Ignore the idiots complaining about the runtime. Every scene, every line is delivered perfectly and this is the kind of film that should be filling up cinemas again. Not barbie and saw x.",positive
503,"""I realized I was making a movie about all the white guys.""For those who haven't heard this quote a billion times, like I have, Scorsese was referring to how his realization that Killers of the Flower Moon (which I'll refer to as Killers from here on out) was being told ""from the outside in"" prompted him to extensively rewrite the script in an attempt to shift the perspective to one more suited to properly show the inner workings of the place and its inhabitants and, what I was perhaps most excited to see, the Osage culture, one that I knew absolutely nothing about. That perspective shift in question was from the FBI investigator (now a side character played by Jesse Plemons) to Ernest. Before finally getting to see the film, I heard from tons of people, both online and in my personal circles, that this shift wasn't enough and Mollie (or the Osage in general) instead should've been the main character. At first, I was willing to defend the choice of Ernest: in a tale so unambivalently black-and-white morally speaking, placing a character that treads in the grey as the lead can be of tremendous benefit to a story. Schindler's List would already do the job of being a confronting work without Schindler, but with him as the central perspective you get an idea of how both sides are situated, a great help in understanding the bigger picture. The Jews are still clearly the helpless victims and the nazi's are nazi's, but there is a key player in the midst that is allowed a change, an arc. Killers could have reaped these benefits as well, but it makes a crucial error: Ernest isn't morally grey. He isn't walking the line in between as you watch in anticipation what side he'll eventually topple towards. From the first moment onwards, he's plain evil. Maybe not as much as Hale, but it doesn't take being Hitler to classify as a nazi. The only redeemable quality he possesses is his love for Mollie, and even then you could point towards the ulterial motive he very well may have to marry her. As he very literally states, he just loves money. You may ask why exactly this is an issue, and I can provide you at least two reasons.Firstly, this saps out any and all tension that could have very well been present. Ernest is not only familiar with the inner workings of his uncle's 'imperium', he operates directly in it. Hell, his exortations and crimes get more screentime than Hale's. This means that from the word go, we are fully aware of what's going on, who's doing it and why. All our questions are already answered, and what we get to watch for the majority of the runtime is these white men planning and executing their plans and executions. Sometimes with a little pushback, or a slight complication, but mostly without signficiant faults and consequences. This could've been solved not only by changing Ernest's position in the system, but also if the perspective had been the FBI investigator or the Osage. Now, I'm not saying this should've had a detective angle with some twist or whatever -- anyone with more than two braincells can figure out exactly what is happening at the very least fairly quickly -- however, without any blind spots there nothing to discover and thus, ultimately, a lack of engagement with the audience. Not going to exclaim this thing is boring though, Scorsese luckily keeps it moving throughout the runtime (which he surprisingly always manages to do, no matter the length) but you can definitely feel there's something missing in that first half.Somewhat ironically, following Ernest also means that 'white guys' approach Scorsese was so keen on avoiding is, albeit not in full force, very much present. It's like the new version of the script was somehow lost and those Osage viewpoints and aspects had to be crammed into that pre-realization script to meet the deadline, and what was left of that Osage angle was reduced to mere touches, an afterthought. The opening scene where the pipe is buried and the oil spews out of the ground made me really excited to see what these natives had in store for us, but there's almost none of that anywhere else. You get DiCaprio reading a book about them out loud, regurgitating first-chapter information like you're listening to a Wikipedia page. By the end, I felt like I had not only learned hardly anything about the Osage besides what they call the sun, but barely seen them on screen too. If you were to construct a Bechdel test for the Osage, I doubt that this film would pass.It's unlikely Scorsese is aware of that, however, his efforts and the undeniable passion he has expressed towards bringing these people to the big screen is admirable to say the least. I think the remark that he stepped outside of his comfort zone is a little unearned, but the fact that he tried (at 80 years old!) is still commendable, and the insane budgets he now receives to continue to explore the art of film has me thinking I'm not the only one to prize him on those kinds of things.That being said, I don't think he really elevates the material with the form. The production design, cinematography and performances do the heavy lifting. Not saying Scorsese should've pulled a Cape Fear and thrown the camera around, but aside from the occasional whip pan or somewhat lengthy (tracking) shot, he more often than not resides in the comfort of shot-reverse shot conversations, not changing the angles for minutes on end. At times, this directs your attention to the performances, yet for the most part it's nothing more than a dull bit of filmmaking. Best example is in one of the first scenes: in one shot, Ernest approaches his uncle's house, greets the people there, talks a bit, and then enters the house -- this clearly required some planning in terms of blocking and framing. What follows is DiCaprio and De Niro sitting statically in a chair for 5 minutes with barely any other footage than camera A/B over-the-shoulder.It does take a very abrupt yet interesting turn in the last couple of minutes, where a sort of Wes Anderson frame narrative is introduced, a neat way to replace the 'cards on the screen filling you in on what happened after' method. Scorsese himself takes centre stage to speak the final few words of the film -- very fitting for what is thought to perhaps be his last production. And I must say, in spite of all the critiques I've been listing, this would be a solid goodbye. Yes, this is the part where after 1000+ words of rambling on about what I disliked, I come out in the last paragraph to explain that actually, there was a ton that I loved. As I mentioned, the technical elements shine, Prieto makes the whole thing look stunning, and for a 200-minute picture, this never grows dull, even with the aforementioned lack of tension in the first half. Besides, what follows addresses many of the problems I found, like introducing actual suspensefulness that gradually builds. Not to mention, the leads get to really work their way towards those acting nominations, with no doubt in my mind that wins are imminent. Best Picture is also not a question of if, but when, and if Killers ends up taking that one home, I don't see myself getting upset in the slightest. A flawed achievement.",positive
504,"Beautiful cinematography, masterful editing and the three leads - Leonardo DiCaprio, Lily Gladstone and Robert De Niro - all deserve awards. They thought The Irishman would drag, I might feel the same way here, but I think it earned almost every minute of its 3.5 hour running time.Complaint? DiCaprio contorts his face like a bulldog throughout the entire movie - I only noticed about 2.5 hours in, but I can't shake the image. It's still a great performance, and the character he portrays here is unlike any other character he's ever played. There's also a creeping familiarity to parts of the final act, but some interesting twists are made. And then... the end of the final scene and then the final shot are both brilliant and help end the film on a powerful note. That being said, I expect the final scene to be divisive. Well, I think.",positive
505,"The story takes place in the 1920s around the Osage Indian tribe living in Oklahoma. Native Americans are being killed one by one after the tribe becomes rich by discovering oil. The Osage massacre attracts the attention of the FBI, which begins an investigation.I was looking forward to this as I love an epic story. This was a subject I knew nothing about too, so I was madly interested.In terms of s story it did what stories are supposed to do: it told a tale of what went on and laid bare the greed and inhumanity of humans. A tale as old as stories. It was a great story and I am glad I know it.However, the greatest stories should be told in the greatest way, and this wasn't necessarily the greatest telling. Robert DeNiro was Robert DeNiro, as he always is. He only ever plays himself. On the other hand Leo DiCaprio stood out as he plays a character and he does it very well mostly. The cast was mostly good if not great, but it was overly stagnant at times and you felt the story was shuffling to a halt. That would be my only criticism really.Look at the TV show 1883. That's how to draw out an epic saga and never leave your audience bored. Scorsese lost his touch on this one sadly but that didn't mean it was a poor film, it just wasn't a great one.",positive
506,"It's fascinating to me at least how director Martin Scorsese's approach to 'death' has significantly evolved in the last few years; noticeably from Silence in 2016 to The Irishman just 3 years later, and now in Killers of the Flower Moon; where his works seem to indulge a colder yet personal and mature tone of acceptance towards death. Death is not as grand or showy as in his earlier works (think Goodfellas or Taxi Driver), but is more unforgiving and ever looming.Killers of the Flower Moon is not an easy movie to recommend. It just might not be everyone's cup of tea. For starters, it's easy to be intimidated by its gargantuan 210-minute runtime, at least I know I was (and that too catching the 9:30pm show), but it surprisingly felt adequate and compelling enough to earn it. The narration too is more direct; where the trading in of the story's potential suspense and action for a more festering and corrupting tale of greed and odiousness might again, not be for everyone to enjoy. Actually, (and pardon my possible pretentiousness, I honestly do not mean for it to be as such, but) it's not a movie you can go into with any expectations to ""enjoy"". Its more a movie of reflection whose enjoyment and value of entertainment comes from its masterful handling and communicating of its themes and motifs.Now onto the actual movie itself. I enjoyed it a lot. I felt like my expectations were met and I walked out the cinema feeling satisfied with what I had watched. I enjoyed everything about this movie; from its face to its technical detail, but it would be criminal to not point out the obvious draw; that being the amazing performances of actors DiCaprio, De Niro and the extraordinary Lily Gladstone who served as the movie's spiritual anchor. And much credit to director Scorsese; who for a man with nothing left to prove, proves yet again his thorough understanding of the cinematic medium.In conclusion, I could see it being a divisive movie and I am strangely okay with that. You could tell me you hated it, and I'd not think much of it. Like I've said a couple times already, it's not for everyone, it doesn't seem to be intended for everyone. I liked it, and if you want to give this movie a chance to see if you might like it too, please do.",positive
507,"No, I'm not trying to support a criminal tyrant such as Donald Trump with this review title. However, there is still a relation between the madman's senseless post and Martin Scorsese's new blockbuster. While Donald Trump is posting nonsense online time and again, Killers of the Flower Moon is filled with endless dialogues going nowhere that are going to exhaust even the most patient audience as well. This movie is at least ninety minutes too long and would work much better with a more concise cut.That's not the first time Martin Scorsese makes the exact same mistake. The Irishman was a promising gangster movie watered down by its excessive length and tiring dialogues as well. Here's a general problem with established directors such as Scorsese, Nolan, Cameron and the likes. Once they have reached a certain level of success, they are allowed to do anything they want without studio executives interfering much. One might think that this freedom will lead to splendid results but in many cases, it leads to directors becoming arrogant, megalomaniac and self-centered. Artistic freedom turns out to be a poisoned gift.This is really a shame in the case of Killers of the Flower Moon. The story has much depth to offer. The characters are profound and offer much development. The subject of racism towards First Nations has become more relevant than ever before. This movie really is on the pulse of time. Needless to say that I particularly care about such subjects and can highly recommend films like Indian Horse and The Grizzlies.Some elements of this movie are very decent. The settings have been created with much detail and bring to life Oklahoma's Osage reservation in the early twentieth century. The camera and lighting techniques are used efficiently throughout the movie and add much atmospheric depth to the story. The acting performances are overall decent, with Lily Gladstone being the strongest actress in the movie, portraying a proud First Nations woman who is losing her mother and her sisters while confronting danger and treachery on a daily basis. The way this movie incorporates clothings, festivities and music of the Osage Nation is very detailed, inspiring and respectful.Still, Killers of the Flower Moon is hard to sit through despite its talented cast, humble intentions and detailed work. If you care about First Nations issues, you should watch movies such as Indian Horse and The Grizzlies instead. Martin Scorsese should aim to make a much shorter movie next time and get help in the screenwriting department.",positive
508,"It's an epic didactic historical drama set from 1918 to 1929 in Osage County, Oklahoma. It follows the murders of members of the Osage Nation by a white criminal family over a number of years in the 1920s and the investigation carried out by the Bureau of Investigation (later named FBI).Ernest Burkhart (Leonardo DiCaprio) is an uneducated World War I hero who shows up in Gray Horse, Oklahoma in 1918 seeking work from his uncle, William King Hale (Robert De Niro), a prominent local businessman and self-described friend to the Osage Nation. Ernest cannot undertake heavy work because of war injuries, so becomes a taxi driver. Ernest's brother, Byron (Scott Shepherd) is part of Hale's business. Because of Osage Nation individually allocated ""headrights"" to income from oil discovered on their reserve, members of the nation are wealthy. However, it is possible for the headright to pass to non-Osage persons through marriage if the Osage person dies.Ernest is attracted to Mollie (Lily Gladstone), a full-blood Osage woman; they then marry. Byron is married to Mollie's sister, Anna (Cara Jade Myers). Gradually deaths within Mollie's family occur within a short period of time--some from illness and some from murder. There are also other suspicious deaths within the Osage Nation. The Bureau of Investigation's work is led by Tom White (Jesse Plemons).""Killers of the Flower Moon"" follows events related to Hale, his nephews, and other persons employed by Hale. It introduces us to numerous Osage traditions and takes its time unfolding the story. The main characters are all based on historical figures, though the film takes great license in playing out events and creating dialogue. The viewer needs some endurance for this 3 1/2 hour movie that could have been at least 1/2 hour shorter and a bit less heavy-handed. Nonetheless, De Niro, DiCaprio, and Gladstone are all excellent.I wish it had been R-rated to keep teenagers out of the theater; there was a row of constant chatter that finally left before the film ended. ""Killers of the Flower Moon"" does benefit from a wide screen. The wide spaces of Oklahoma are beautifully shown. However, eventually watching on the home screen would allow breaking the movie into two sessions.",positive
509,"This is a lovely 2 hour story told in 3 hours 15 minutes by stretching out every shot, depicting the same thing over and over again, and including extraneous scenes. I guess he got seduced by the success of ""The Irishman"" to thinking that he could do another epic mobster film just moving the setting from NY to OK.All the lovely acting (by the Osage characters...not DiCapprio who played a one-note angst-ridden dullard throughout) and cinematography was not enough to keep me awake for the entire evening of trying to watch this thing. Definitely the most clumsy of all of Scorsese's mobster films (no character arcs, unclear character motivations, weird plot points, unclear point of the whole thing), but I guess he thought that the halo effect of being a docudrama depicting an historical injustice would buy him slack on the standard of quality.",positive
510,"Wow, was I disappointed. Yes, there's some solid acting here, but the story just isn't all that interesting. It's way too long, it's been promoted far too much by the media, and I hate to say it, but the movie is boring. It's one of the only movies I've been in for a long time where my butt started to ache in the theater seat despite the fact that big stars were on the screen in front of me. I'm sorry, but I just don't ""get"" the acclaim here. Take Marty out of the picture and give this credit to an unknown director and it would have been an ""also ran."" If this thing shows up at the Academy Awards with a bunch of wins, I'm going to toss my TV out the window. Let's call it here folks . . . This thing comes darn close to being labled a complete stinker.",positive
511,"The strongest aspect of Scorsese's films is that they have a perfect story and tell this story fluently, almost to perfection. This feature is not lost in this movie either. The story of the local people getting rich from oil, and the foreigners pursuing the wealth here, slowly harming the local people is very striking. I finished it in one go. Perfect. Although it is very sad to see Robert De Niro getting older, it is happy to still be able to watch him on the screens. Dicaprio is good as always, but there is no extra. Lily Gladstone gave a great performance. I am eagerly waiting for the new movie of the great master Scorsese.",positive
512,Yes it's long yes there's a lot of dialogue but it's a really beautiful film once again from the great MS. Listen people just watch it. Don't be turned off by the negative reviews. We all know that this director only does really good movies and this is one of them. Leo is brilliant the actress who plays his wife is sublime the stellar support cast are quality. Just make sure you're in the mood for a movie when you watch this 'cause it's over 3 hrs long. How a director like MS continues to direct such lovely work consistently for decades blows my mind and this is one of them. Watch it don't hesitate ðŸ˜ƒ,positive
513,"This is indeed another masterpiece by the Director despite the sniping from the sidelines which I believe have more to do with professional rivalry than genuine concerns from SOME directions regarding historical accuracy. If Robert De Nero doesn't win an Oscar for a spellbounding performance then there is something wrong . His alleged "" pupil "" Di Caprio has finally completed the transition from a "" pretty face "" which he began with "" The Revenant "" , sidestepped with a couple of lightweight movies but has now completed his metamorphosis into a mature truly talented actor . As always , a solid supporting cast of great talent mixed with little know cast members round off another stellar movie .",positive
514,"First and foremost: this is a movie well directed, written, acted, filmed. It emanates passion and love for cinema, and these days to me these are the most important achievements of a movie.Gladstone, DiCaprio and DeNiro all delivered solid performances.I have 2 big problems:
Runtime: I have never in my life looked for the time when I was liking what I was watching. This time after 2h40m I was tired and looking for an escape. If a movie is 4 hours long with a plot that covers 4 hours I have no problem. Here the story ends 1 hour before the movie. It could have been shorter for sure.Stupidity: I don't know the story so I speak for what I saw. There were some moments where I felt kinda out of the story because of the absurdity in a bad sense of what I was seeing. How could Mollie not even suspect of Ernest and William after the death of her entire family, after the worsening of her health? Love? Blindness? Just stop injecting that liquid! DeNiro here is more of a comedian with his faces, mouth movements, words and so on. I could not take him seriously as a villain for a single moment. But this is how he was directed so maybe it's me.",positive
515,"The true story of what was done to the Osage is tragic, riveting, and important. The movie told it very well, although I can see that the film somewhat centered the white characters too much at the expense of the Osage characters, whose tragedy it was.Lily Gladstone is magnificent. Leonardo D is very good. (I don't know why he wasn't nominated for an Oscar.) DeNiro always gets the job done but it's kind of funny that he's just a few years younger than his real-life character was when he died after a long stretch in prison. (Actually, I think Leonardo and Deniro are both about twice the ages of their real-life counterparts when the actual murders took place.)I liked that they didn't include the whole story of the founding of the FBI, which the book went into at great and somewhat boring length and so detracted from the Osage story, I felt. On the other hand, the film may have cut that part too much, and maybe could have spent a little more time on Plemon's character figuring things out. It's just kind of a done deal when he shows up.It feels kind of anticlimactic at the end, but that's likely because it's a true story. I'm glad Scorcese didn't invent a big bang fake ending.I loved the surprise at the beginning. That was really cool.I know some reviewers have trouble with the length - and it is, indeed, long. I think it worked because you realize that Ernest went along with what was done to Mollie for a very long time - and she was suffering all that time. It also allowed viewers' dread to build up. Full disclosure, I watched it in two sittings - it's not a movie to start later at night unless you want to be up till the wee hours.",positive
516,"The movie is certainly eye opening. For someone who doesn't know much about the Native American history, it was gut wrenching to see how the various tribes were exploited.It takes something special to ignore such brutality & injustice & the movie shows this really well. However, the problem lies with how boring the screenplay is. A person next to me in the theater dozed off for 15 mins & realized that they didn't really miss anything. The legal drama towards the end too is very basic & really not intriguing.I must say though that the acting is top notch. Leo is fantastic but Lily Gladstone steals the show. A tighter screenplay with some decent editing would've opened this movie to a wider audience rather than just the cinephiles.",positive
517,"In Martin Scorsese's ""Killers of the Flower Moon,"" a scene depicts men working in a lake of fire, resembling Boschian imps. This apocalyptic image is fitting for the story of love, murder, greed, and betrayal in 1920s Indian Country. Scorsese's true-crime epic, with grace, sorrow, and filmmaking clarity, has turned into a requiem for the country, showcasing the horrors of human nature. Scorsese's book, set on the Osage Reservation in northern Oklahoma, recounts a history of violence as bloody as the United States itself. The crimes, primarily tracing back to 1921, involved the murder of several dozen Osage, some killed by shooting, others by blowing up, and others dying from an enigmatic wasting illness. The era is often referred to as the Osage Reign of Terror, which incorrectly implies the Osage were responsible for the horrors. Scorsese's film, starring Leonardo DiCaprio, is a big, bigger-than-life story with sweeping vistas and soaring camerawork. The film shifts from bright, wide-open spaces to shadowy interiors, capturing the richly populated cast. Ernest Burkhart, a war veteran, is engrossed in a Hobbesian churn of humanity, feeling both energized and bewildered. The film is a big, bigger-than-life movie with sweeping vistas and soaring camerawork, blending bright and dark interiors. Scorsese's work is characterized by its expressiveness in both filmmaking and subjects. He once said that the emotion was in the emulsion, like recognizes like. Scorsese imitates John Cassavetes' film, but his technique is not showboating. In ""Goodfellas,"" the famous long take between Henry Hill and his girlfriend showcases the full force of his technique, capturing a specific moment in time in its delirium and voluptuousness. Scorsese's work is a pleasure to watch and a testament to his mastery of filmmaking. The story revolves around a tragic and unreconciled tragedy, which may explain Scorsese's decision to go in a heartbreakingly intimate direction. Ernest's inadequacy causes him to torture himself to death, and the story never achieves closure or redemption. By the time Scorsese delivers the movie's final lines, placing himself alongside the showmen and sensationalists who have told the Osage murders over the decades, the movie feels like an open wound until the end, leaving viewers surprised that the movie is over. David Scorsese directed the film adaptation of David Grann's 2017 book, Killers of the Flower Moon: The Osage Murders and the Birth of the FBI. Scorsese wrote the script from the Bureau of Investigation's perspective, but DiCaprio suggested Mollie Burkhart as the heart of the story. After multiple conversations with Osage leaders, Scorsese realized that Flower Moon wasn't his story to tell. He realized that the only way to direct the film was to get out of the way. Flower Moon, despite its three-plus-hour runtime, showcases Scorsese's restraint and is considered one of his greatest films. Scorsese, a renowned filmmaker, is seen in a black suit, slightly hunched, and tepid in this film. He reads from Mollie Burkhart's obituary, which describes her suffering from the same disease as the film. Scorsese utters the conspiracy that killed her family, but there is no mention of the murders. He is alone under a literal spotlight, speaking to the audience not in the theater on-screen but to us. The film highlights the destruction caused by greed, ambition, and war, and the human tendency to erase them.",positive
518,"I would expect more when it comes to such an important event in American history . The film started with a brief history information for viewers to know how was it in 1910 but to be honest it could much deeper , much more creative and much more to say or show about that time and generally the life of First Nation . (Like Argo for example)Screenplay and way to me had a very low pace . Mystery was missing . Action was missing . Directing was ok but a bit boring . So many scene had much better potential, to me the film looked like a low budget because of so many scene was indoor .Leo was as always good . His wife in the film was also good . I think their character had much more potential to make it even cooler than this .Art direction , make up , costume was so underwhelming.Most of the film was silent or only dialogues which was ok .",positive
519,"Killers of the Flower Moon is quite possibly director Martin Scorsese's darkest and most dour film to date. While most of his historical films find a balance between the good and the bad elements of their events, this film (outside of some funny lines and scenes of levity) is almost entirely serious, depicting the horror and evil inherent in this story in an honest, raw, and blunt manner that leaves you shaken. The film is well paced and never loses your interest, surprising given its three and a half hour runtime. And, a rarity for a Scorsese film, the swearing is kept to a minimum, with a total of only three F words.The first time I watched the film, I felt like the character development seemed to be missing a scene, as Leonardo DiCaprio is seemingly onboard with the conspiracy without much buildup. Watching it again, however, I see clearly how well Robert de Niro manages to manipulate and corrupt him in a way that's subtle and not right in your face. In general, the cast is absolutely exceptional, especially DiCaprio, de Niro, and Lily Gladstone. But, with three Oscar winners in the cast (Brendan Fraser is also in it), that should go without saying. Gladstone in particular was completely cheated by the Oscars. Emma Stone was great, but she already had an Oscar. But hey, being the first Native American to be nominated was still a huge accomplishment.Scorsese is one of the greatest directors of all time. Even his films I don't like, such as Hugo, are well shot and directed. This film is no exception. The sets and costumes all look great. The Osage culture is beautifully captured and, from what I've heard, very accurate. The music is incredible, including an unnerving tune almost like a heartbeat that plays whenever a murder's happening. And the sound design is well done, with a few well timed jump scares thrown in. One scene that especially stands out involves De Niro's men burning his fields for him to collect insurance. The music, editing, and lighting all come together in a haunting, dramatic scene that really sticks with you long after it's over.Overall, Killers of the Flower Moon won't appeal to everyone given its length and subject matter. However, I don't think anyone should let these factors deter them from seeing this fantastic film that you will remember long after the credits roll.",positive
520,"This was such a sad movie. What's worse is that it's all facts...this was history...very shameful of our country, for what they did to the Native American people. I will say Leo is absolutely amazing as always! I wanted him to be a good guy, but throughout it, he became just as awful of a man as the rest of them. He really takes on his characters!! The whole star-studded cast were perfectly placed in their parts given and even Mr Scorsese, himself, makes a cameo! I hope people learn from this film, that our history is real and that they did so much damage to so many people who were unlike themselves...My only wish was that it was cut an hour shorter, but I understand why it had to be as long as it was. It won't let you down...watch it...just give yourself time to actually sink it all in...put down your phone and really pay attention.",positive
521,"This film probably is enjoyed by a certain audience and I respect everyone has their tastes but the beauty of a lot of films is that whatever genre, a good film can engage anyone, this is not that.To be honest if I see Leo I do think ""boring long slow film"" but this was endless, the cinema was packed which was great but within 20 minutes about 8 people had left, more followed over the next half hour. It was so slow it felt endless, the acting was unimpressive, the characters were bland and the design and set up where underwhelming.The story is obviously important so no disrespect on any events but this film isn't good. It'll win Oscar's no doubt but nearly every year, Oscar winning films are as painful as having your eyeballs tattood.I'm sure everyone will rave about it but from my experience and the one cinema I was in, close to a quarter left before half way and two separate people caused hysterics as they were loudly snoring, that's the truth, if you love that type of film or story, it's all yours, if your looking for entertainment or a fun night, skip this.It felt about 3 1/2 weeks let alone hours.",positive
522,"I agree having 3 and half hours movie, one of the longest, we as Pakistani's or Indians are in a habit to watch such kind of LONG MOVIES!!MANY SALUTE TO PRODUCERS, DIRECTORS, to show the truth of how OSAGE NATION were MURDERED for their own LANDS being ROBBED!!!LEONARDO DI CAPRIO and ROBERT DE NIRO are simply amazing and LEGENDS!!! They know to mold themselves into the characters.THIS IS THE TRUTH SHOWN IN THIS MOVIE HOW US GOVT USES THE PEOPLE TO GET NATURAL RESOURCES, WHEN THE TIME IS OVER, THEY SIMPLY EITHER PUT SANCTIONS OR BAN THEM WHEN THE SAME NATIVE PEOPLE STOOD FOR THEIR RIGHTS.",positive
523,"""Gotta better chance of convicting a guy for kicking a dog than killing an Indian...""In the first quarter of the last century, American neo-colonialism took the form of disenfranchising the Osage Indian tribe from their rights to the vast oil fields of Northern Oklahoma. Director and co-writer (with Eric Roth) Martin Scorsese, in an adaptation of David Gunn's 2017 book Killers of the Flower Moon: The Osage Murders and the Birth of the F. B. I, tackles this sorrow with ease and ferocity as he depicts the investigation of the murderers responsible for the disappearances and deaths of multiple Osage women.Not only does the director hold us spellbound for almost 3 hours and a half, he employs two Oscar winners to make sure. Leo DiCaprio's Ernest Burhart is a dimwitted naif moving to Oklahoma eventually marrying into the tribe and working for his uncle, the ""King of the Osage"" William Hale (Robert De Niro), a seeming supporter of the Osage but a conniver for the headrights of any Indian crossing his path.As we witness each duplicitous moment with these two plotters, we become immersed in the Indian ways, so careful is Scorsese to re-create the homely belongings and vintage autos that represent the emergence of America into the century but its demise at the same time. The Boschian silhouette scene in horrific orange and red while men fight a blaze is an apt metaphor for the hell Americans created for the Indians and the downward direction of the American dream so imbued is it in murder and greed. Appropriately the time has been called The Osage Reign of Terror.Ernest's marriage to the enigmatic and discerning Osage named Mollie (Lily Gladstone, a strong contender for an Oscar) represents the hope of integration yet becomes a symbol of appropriation. DiCaprio and Gladstone were meant to connect in this role, he enthusiastically simple minded and she smartly contained.Although the atrocities of Hamas now dwarf most expressions of outrage, the crimes against the Indians stand in stark relief alongside them. Killers of the Flower Moon is the best movie of the year so far promising certain Oscar nominations for picture, director, actress, and set design. As in Oppenheimer, you'll never regret the three hours.",positive
524,"Unfamiliar with Osage and other related issues, I truly felt the film, story, screenplay, sound, acting and direction were masterclass. Cannot be denied that it is year's best film and probably one of the best ever. Three plus hours and didn't feel at all dragged. So compelling .. the only issue I felt a couple of times was related to editing/cuts. Otherwise, I felt it took me to that period of history. Brilliant filmmaking; all actors were so good. The last 5-10 mins of stage narration was something I had never seen before.Overall, I a great moviegoer experience. Looking forward to upcoming works of Scorcese.",positive
